customer_id,first_name,last_name,full_name,email,signup_date,country,city,gender,age_group,segment
287,Sam,Lopez,Sam Lopez,customer_287@example.com,2022-05-01,Colombia,Cali,Male,55+,VIP
288,Alex,Johnson,Alex Johnson,customer_288@example.com,2022-01-21,Spain,Madrid,Female,35-44,New
289,Sam,Martinez,Sam Martinez,customer_289@example.com,2022-03-10,Brazil,Brasilia,Male,45-54,VIP
291,Jamie,Johnson,Jamie Johnson,customer_291@example.com,2023-06-19,Brazil,Brasilia,Male,55+,New
292,Jordan,Davis,Jordan Davis,customer_292@example.com,2023-06-28,Mexico,CDMX,Other,55+,VIP
293,Chris,Johnson,Chris Johnson,customer_293@example.com,2022-04-07,Mexico,CDMX,Male,55+,New
294,Sam,Brown,Sam Brown,customer_294@example.com,2023-07-01,Colombia,Medellín,Other,18-24,Active
295,Morgan,Smith,Morgan Smith,customer_295@example.com,2022-03-17,Spain,Barcelona,Other,35-44,Active
296,Pat,Smith,Pat Smith,customer_296@example.com,2022-10-12,Colombia,Cali,Other,55+,Churn Risk
297,Taylor,Davis,Taylor Davis,customer_297@example.com,2023-09-16,Spain,Barcelona,Other,55+,New
298,Jordan,Lopez,Jordan Lopez,customer_298@example.com,2023-09-12,Spain,Barcelona,Female,18-24,Active
300,Sam,Miller,Sam Miller,customer_300@example.com,2023-05-14,Colombia,Medellín,Female,25-34,Active
301,Taylor,Johnson,Taylor Johnson,customer_301@example.com,2023-12-14,Brazil,Brasilia,Female,45-54,Churn Risk
302,Morgan,Lopez,Morgan Lopez,customer_302@example.com,2023-02-16,USA,Miami,Other,55+,New
303,Alex,Garcia,Alex Garcia,customer_303@example.com,2022-07-14,Colombia,Medellín,Female,25-34,New
304,Chris,Garcia,Chris Garcia,customer_304@example.com,2022-05-21,Spain,Barcelona,Female,18-24,Active
305,Jordan,Miller,Jordan Miller,customer_305@example.com,2023-03-09,Spain,Valencia,Male,55+,New
306,Morgan,Brown,Morgan Brown,customer_306@example.com,2022-11-21,Mexico,CDMX,Female,18-24,Churn Risk
308,Morgan,Brown,Morgan Brown,customer_308@example.com,2022-07-12,Mexico,CDMX,Male,18-24,Churn Risk
309,Jordan,Garcia,Jordan Garcia,customer_309@example.com,2022-07-26,Colombia,Cali,Male,55+,Churn Risk
310,Pat,Martinez,Pat Martinez,customer_310@example.com,2022-03-14,Mexico,CDMX,Male,55+,New
311,Taylor,Garcia,Taylor Garcia,customer_311@example.com,2023-09-22,Colombia,Cali,Male,55+,Churn Risk
312,Alex,Brown,Alex Brown,customer_312@example.com,2022-05-19,USA,Miami,Male,18-24,VIP
313,Jamie,Miller,Jamie Miller,customer_313@example.com,2022-07-13,Mexico,Monterrey,Female,45-54,Churn Risk
314,Taylor,Davis,Taylor Davis,customer_314@example.com,2022-04-26,Colombia,Barranquilla,Male,18-24,New
315,Jordan,Brown,Jordan Brown,customer_315@example.com,2022-12-01,Mexico,Guadalajara,Male,35-44,Active
316,Sam,Garcia,Sam Garcia,customer_316@example.com,2023-11-25,Spain,Valencia,Female,35-44,Churn Risk
318,Taylor,Martinez,Taylor Martinez,customer_318@example.com,2022-05-02,Brazil,Brasilia,Other,35-44,VIP
319,Sam,Johnson,Sam Johnson,customer_319@example.com,2022-03-03,USA,Miami,Male,18-24,VIP
320,Jordan,Miller,Jordan Miller,customer_320@example.com,2023-12-20,Brazil,Rio de Janeiro,Male,45-54,VIP
321,Chris,Brown,Chris Brown,customer_321@example.com,2023-01-03,Colombia,Medellín,Male,25-34,VIP
322,Jordan,Garcia,Jordan Garcia,customer_322@example.com,2023-12-05,Colombia,Cali,Male,35-44,Churn Risk
323,Morgan,Martinez,Morgan Martinez,customer_323@example.com,2023-03-18,Brazil,São Paulo,Male,35-44,New
324,Jordan,Brown,Jordan Brown,customer_324@example.com,2023-04-15,Mexico,Guadalajara,Female,25-34,VIP
325,Jordan,Garcia,Jordan Garcia,customer_325@example.com,2022-02-23,Mexico,CDMX,Other,18-24,VIP
326,Chris,Lopez,Chris Lopez,customer_326@example.com,2023-12-17,Spain,Valencia,Female,45-54,Churn Risk
327,Chris,Johnson,Chris Johnson,customer_327@example.com,2023-01-31,Colombia,Medellín,Other,25-34,Churn Risk
328,Jamie,Smith,Jamie Smith,customer_328@example.com,2023-01-19,Mexico,Guadalajara,Female,18-24,Churn Risk
329,Sam,Lopez,Sam Lopez,customer_329@example.com,2022-03-02,USA,Miami,Male,55+,VIP
330,Chris,Lopez,Chris Lopez,customer_330@example.com,2023-08-09,Brazil,São Paulo,Other,55+,Churn Risk
331,Morgan,Lopez,Morgan Lopez,customer_331@example.com,2022-12-06,Brazil,Brasilia,Female,55+,VIP
334,Taylor,Miller,Taylor Miller,customer_334@example.com,2023-11-08,Brazil,São Paulo,Other,55+,New
335,Jordan,Martinez,Jordan Martinez,customer_335@example.com,2022-04-30,USA,Los Angeles,Female,25-34,VIP
336,Pat,Garcia,Pat Garcia,customer_336@example.com,2023-05-19,Colombia,Barranquilla,Other,55+,Churn Risk
337,Chris,Johnson,Chris Johnson,customer_337@example.com,2022-09-21,Spain,Barcelona,Other,18-24,Active
338,Jamie,Garcia,Jamie Garcia,customer_338@example.com,2022-10-03,Spain,Barcelona,Other,55+,Churn Risk
339,Chris,Garcia,Chris Garcia,customer_339@example.com,2022-12-31,USA,New York,Other,35-44,Churn Risk
340,Alex,Garcia,Alex Garcia,customer_340@example.com,2023-04-04,Spain,Madrid,Other,55+,Churn Risk
341,Morgan,Martinez,Morgan Martinez,customer_341@example.com,2022-10-31,USA,Miami,Male,35-44,Active
342,Jamie,Martinez,Jamie Martinez,customer_342@example.com,2023-11-26,Mexico,CDMX,Other,35-44,Active
344,Jamie,Brown,Jamie Brown,customer_344@example.com,2022-05-05,USA,Los Angeles,Female,35-44,New
346,Jordan,Davis,Jordan Davis,customer_346@example.com,2022-01-19,Brazil,São Paulo,Other,25-34,Active
347,Alex,Martinez,Alex Martinez,customer_347@example.com,2022-02-17,Spain,Valencia,Other,35-44,Active
348,Taylor,Brown,Taylor Brown,customer_348@example.com,2022-07-10,Mexico,Monterrey,Other,55+,Churn Risk
349,Taylor,Lopez,Taylor Lopez,customer_349@example.com,2022-04-23,Spain,Barcelona,Female,45-54,Active
350,Sam,Miller,Sam Miller,customer_350@example.com,2022-07-08,Colombia,Medellín,Female,35-44,Churn Risk
354,Sam,Brown,Sam Brown,customer_354@example.com,2023-10-07,Mexico,Monterrey,Other,18-24,Churn Risk
356,Pat,Johnson,Pat Johnson,customer_356@example.com,2022-03-05,Colombia,Bogotá,Other,45-54,New
357,Pat,Johnson,Pat Johnson,customer_357@example.com,2023-12-22,Brazil,Rio de Janeiro,Male,25-34,VIP
358,Morgan,Garcia,Morgan Garcia,customer_358@example.com,2022-02-12,Mexico,CDMX,Other,45-54,VIP
359,Pat,Garcia,Pat Garcia,customer_359@example.com,2022-06-05,Brazil,Rio de Janeiro,Female,55+,New
360,Alex,Lopez,Alex Lopez,customer_360@example.com,2023-03-14,Mexico,CDMX,Female,35-44,VIP
361,Pat,Martinez,Pat Martinez,customer_361@example.com,2022-01-08,Brazil,Brasilia,Male,25-34,Active
363,Taylor,Martinez,Taylor Martinez,customer_363@example.com,2023-03-15,Colombia,Barranquilla,Female,35-44,Churn Risk
364,Morgan,Miller,Morgan Miller,customer_364@example.com,2022-06-04,Spain,Valencia,Male,18-24,Churn Risk
365,Chris,Smith,Chris Smith,customer_365@example.com,2022-08-11,USA,New York,Other,18-24,VIP
367,Pat,Martinez,Pat Martinez,customer_367@example.com,2023-01-15,Spain,Barcelona,Other,55+,Churn Risk
369,Alex,Miller,Alex Miller,customer_369@example.com,2022-12-16,Brazil,São Paulo,Male,35-44,Active
370,Chris,Davis,Chris Davis,customer_370@example.com,2022-12-30,USA,Miami,Female,25-34,Churn Risk
371,Pat,Miller,Pat Miller,customer_371@example.com,2023-07-18,Brazil,Rio de Janeiro,Other,55+,VIP
372,Pat,Smith,Pat Smith,customer_372@example.com,2023-08-07,USA,New York,Other,35-44,Active
373,Jamie,Martinez,Jamie Martinez,customer_373@example.com,2023-10-12,Spain,Barcelona,Other,45-54,New
374,Jordan,Miller,Jordan Miller,customer_374@example.com,2022-02-05,Brazil,São Paulo,Male,25-34,Active
375,Chris,Miller,Chris Miller,customer_375@example.com,2022-06-15,Brazil,Brasilia,Other,25-34,Churn Risk
376,Jamie,Lopez,Jamie Lopez,customer_376@example.com,2023-03-29,USA,Miami,Female,25-34,VIP
377,Morgan,Smith,Morgan Smith,customer_377@example.com,2022-03-06,USA,Miami,Other,25-34,New
378,Jamie,Johnson,Jamie Johnson,customer_378@example.com,2022-03-30,Mexico,CDMX,Female,35-44,VIP
379,Chris,Davis,Chris Davis,customer_379@example.com,2023-05-18,Colombia,Cali,Other,55+,New
380,Taylor,Johnson,Taylor Johnson,customer_380@example.com,2022-03-23,Colombia,Barranquilla,Male,18-24,Churn Risk
381,Sam,Martinez,Sam Martinez,customer_381@example.com,2022-11-23,Brazil,Rio de Janeiro,Male,35-44,VIP
384,Morgan,Martinez,Morgan Martinez,customer_384@example.com,2022-07-06,Mexico,Monterrey,Male,55+,New
385,Jordan,Lopez,Jordan Lopez,customer_385@example.com,2023-08-12,Colombia,Bogotá,Male,45-54,Active
386,Jamie,Smith,Jamie Smith,customer_386@example.com,2023-11-03,Brazil,Brasilia,Other,45-54,New
387,Jordan,Lopez,Jordan Lopez,customer_387@example.com,2023-12-21,USA,Los Angeles,Female,55+,Active
389,Pat,Miller,Pat Miller,customer_389@example.com,2023-09-03,Colombia,Medellín,Female,35-44,VIP
390,Sam,Davis,Sam Davis,customer_390@example.com,2022-12-15,USA,New York,Other,55+,Active
391,Morgan,Smith,Morgan Smith,customer_391@example.com,2022-10-14,Brazil,São Paulo,Female,55+,Active
392,Morgan,Lopez,Morgan Lopez,customer_392@example.com,2023-01-23,Brazil,Brasilia,Male,55+,Churn Risk
393,Alex,Martinez,Alex Martinez,customer_393@example.com,2023-05-15,Mexico,Guadalajara,Male,18-24,Active
394,Alex,Davis,Alex Davis,customer_394@example.com,2022-09-30,Brazil,São Paulo,Female,25-34,Churn Risk
396,Pat,Miller,Pat Miller,customer_396@example.com,2022-11-11,Spain,Valencia,Female,35-44,New
397,Taylor,Smith,Taylor Smith,customer_397@example.com,2023-12-02,Spain,Madrid,Other,25-34,Active
398,Alex,Lopez,Alex Lopez,customer_398@example.com,2022-01-13,Mexico,Monterrey,Female,55+,Active
399,Sam,Brown,Sam Brown,customer_399@example.com,2023-08-29,Mexico,CDMX,Male,18-24,VIP
400,Alex,Martinez,Alex Martinez,customer_400@example.com,2023-12-15,USA,Los Angeles,Other,55+,Churn Risk
401,Alex,Smith,Alex Smith,customer_401@example.com,2022-11-04,Brazil,Rio de Janeiro,Male,18-24,VIP
402,Chris,Miller,Chris Miller,customer_402@example.com,2022-09-22,USA,Los Angeles,Other,45-54,New
403,Alex,Smith,Alex Smith,customer_403@example.com,2022-03-13,Spain,Barcelona,Other,45-54,New
404,Pat,Garcia,Pat Garcia,customer_404@example.com,2022-05-19,USA,Miami,Other,35-44,Churn Risk
405,Jamie,Johnson,Jamie Johnson,customer_405@example.com,2023-12-26,Colombia,Bogotá,Male,25-34,Active
406,Jamie,Garcia,Jamie Garcia,customer_406@example.com,2023-12-13,Spain,Madrid,Male,18-24,Churn Risk
407,Jamie,Smith,Jamie Smith,customer_407@example.com,2022-05-29,USA,Los Angeles,Other,25-34,Churn Risk
408,Taylor,Garcia,Taylor Garcia,customer_408@example.com,2022-09-30,USA,Los Angeles,Female,35-44,VIP
409,Pat,Davis,Pat Davis,customer_409@example.com,2022-10-20,Brazil,Rio de Janeiro,Other,45-54,VIP
410,Sam,Martinez,Sam Martinez,customer_410@example.com,2022-02-27,Mexico,CDMX,Male,45-54,Active
411,Taylor,Davis,Taylor Davis,customer_411@example.com,2023-12-01,Colombia,Bogotá,Female,35-44,Active
413,Pat,Miller,Pat Miller,customer_413@example.com,2023-11-27,Brazil,Brasilia,Other,45-54,New
414,Jamie,Miller,Jamie Miller,customer_414@example.com,2023-09-01,Mexico,Guadalajara,Other,45-54,VIP
415,Taylor,Garcia,Taylor Garcia,customer_415@example.com,2022-05-17,Mexico,Guadalajara,Other,45-54,Churn Risk
416,Morgan,Johnson,Morgan Johnson,customer_416@example.com,2023-08-02,Spain,Madrid,Female,25-34,New
417,Sam,Garcia,Sam Garcia,customer_417@example.com,2022-06-01,Mexico,Guadalajara,Male,35-44,Active
418,Morgan,Garcia,Morgan Garcia,customer_418@example.com,2023-04-05,USA,New York,Male,55+,VIP
419,Chris,Davis,Chris Davis,customer_419@example.com,2022-12-17,Mexico,Monterrey,Female,45-54,VIP
420,Jamie,Davis,Jamie Davis,customer_420@example.com,2023-01-03,Brazil,Brasilia,Male,18-24,Active
422,Jordan,Smith,Jordan Smith,customer_422@example.com,2023-03-09,USA,Miami,Female,55+,Active
424,Taylor,Lopez,Taylor Lopez,customer_424@example.com,2022-05-23,Spain,Madrid,Female,25-34,Active
425,Pat,Smith,Pat Smith,customer_425@example.com,2022-03-11,Brazil,Brasilia,Male,35-44,VIP
426,Morgan,Martinez,Morgan Martinez,customer_426@example.com,2022-04-01,Brazil,Brasilia,Female,55+,VIP
427,Jamie,Davis,Jamie Davis,customer_427@example.com,2022-07-11,USA,Miami,Other,25-34,Active
429,Alex,Miller,Alex Miller,customer_429@example.com,2023-05-18,Colombia,Barranquilla,Other,55+,VIP
431,Jordan,Brown,Jordan Brown,customer_431@example.com,2022-11-07,Spain,Barcelona,Male,35-44,New
432,Alex,Garcia,Alex Garcia,customer_432@example.com,2023-05-29,Spain,Madrid,Male,45-54,Churn Risk
435,Chris,Brown,Chris Brown,customer_435@example.com,2023-03-21,USA,Los Angeles,Male,45-54,Active
436,Morgan,Johnson,Morgan Johnson,customer_436@example.com,2023-11-27,Colombia,Cali,Other,25-34,Churn Risk
437,Taylor,Smith,Taylor Smith,customer_437@example.com,2023-03-15,Brazil,São Paulo,Female,55+,Churn Risk
438,Alex,Davis,Alex Davis,customer_438@example.com,2023-05-05,Colombia,Bogotá,Female,25-34,New
439,Pat,Garcia,Pat Garcia,customer_439@example.com,2022-07-27,Colombia,Medellín,Female,18-24,New
440,Alex,Lopez,Alex Lopez,customer_440@example.com,2023-05-11,Mexico,CDMX,Female,55+,Active
441,Pat,Davis,Pat Davis,customer_441@example.com,2022-03-13,USA,Miami,Male,55+,Churn Risk
442,Morgan,Brown,Morgan Brown,customer_442@example.com,2023-11-06,Spain,Madrid,Female,55+,Active
443,Morgan,Smith,Morgan Smith,customer_443@example.com,2022-01-26,Mexico,CDMX,Other,55+,Active
444,Pat,Garcia,Pat Garcia,customer_444@example.com,2023-03-24,Brazil,Rio de Janeiro,Female,25-34,VIP
445,Pat,Lopez,Pat Lopez,customer_445@example.com,2022-01-13,Colombia,Bogotá,Other,45-54,Churn Risk
446,Sam,Davis,Sam Davis,customer_446@example.com,2023-02-23,USA,Los Angeles,Male,35-44,Churn Risk
447,Jamie,Johnson,Jamie Johnson,customer_447@example.com,2023-03-08,Brazil,Brasilia,Male,55+,New
448,Alex,Garcia,Alex Garcia,customer_448@example.com,2022-06-13,USA,Miami,Male,25-34,VIP
449,Morgan,Lopez,Morgan Lopez,customer_449@example.com,2022-07-06,Spain,Valencia,Female,45-54,New
450,Chris,Davis,Chris Davis,customer_450@example.com,2022-05-16,Mexico,CDMX,Other,35-44,Churn Risk
451,Jordan,Johnson,Jordan Johnson,customer_451@example.com,2023-08-06,Colombia,Cali,Other,25-34,New
452,Sam,Lopez,Sam Lopez,customer_452@example.com,2023-04-03,Colombia,Barranquilla,Female,25-34,Active
453,Jordan,Davis,Jordan Davis,customer_453@example.com,2023-07-26,Spain,Madrid,Female,35-44,Active
455,Jordan,Lopez,Jordan Lopez,customer_455@example.com,2023-09-26,Spain,Valencia,Male,45-54,VIP
456,Pat,Miller,Pat Miller,customer_456@example.com,2023-09-10,Spain,Valencia,Female,25-34,VIP
457,Chris,Martinez,Chris Martinez,customer_457@example.com,2022-01-06,Colombia,Bogotá,Other,35-44,Active
458,Alex,Miller,Alex Miller,customer_458@example.com,2023-01-23,USA,Los Angeles,Other,45-54,New
459,Jordan,Miller,Jordan Miller,customer_459@example.com,2023-12-27,Colombia,Cali,Female,35-44,Active
460,Pat,Miller,Pat Miller,customer_460@example.com,2023-05-30,Colombia,Barranquilla,Male,45-54,VIP
461,Alex,Garcia,Alex Garcia,customer_461@example.com,2022-08-21,Colombia,Medellín,Male,25-34,Churn Risk
462,Jordan,Davis,Jordan Davis,customer_462@example.com,2022-09-13,Spain,Valencia,Other,18-24,VIP
464,Jamie,Miller,Jamie Miller,customer_464@example.com,2023-05-10,Mexico,CDMX,Male,25-34,Active
466,Pat,Johnson,Pat Johnson,customer_466@example.com,2023-08-29,Mexico,CDMX,Other,18-24,New
467,Chris,Garcia,Chris Garcia,customer_467@example.com,2023-04-04,USA,Miami,Other,55+,New
468,Morgan,Smith,Morgan Smith,customer_468@example.com,2023-03-24,Spain,Valencia,Female,25-34,VIP
469,Chris,Lopez,Chris Lopez,customer_469@example.com,2022-11-27,Colombia,Medellín,Male,35-44,Active
470,Sam,Johnson,Sam Johnson,customer_470@example.com,2023-10-18,USA,New York,Female,18-24,VIP
471,Morgan,Miller,Morgan Miller,customer_471@example.com,2022-10-25,USA,Los Angeles,Male,45-54,Churn Risk
472,Sam,Garcia,Sam Garcia,customer_472@example.com,2022-10-10,Mexico,Guadalajara,Other,45-54,VIP
473,Sam,Smith,Sam Smith,customer_473@example.com,2022-03-04,Spain,Barcelona,Male,18-24,VIP
474,Jamie,Brown,Jamie Brown,customer_474@example.com,2022-03-31,Brazil,São Paulo,Female,55+,Churn Risk
475,Pat,Davis,Pat Davis,customer_475@example.com,2023-02-04,Brazil,São Paulo,Female,25-34,Churn Risk
476,Jordan,Brown,Jordan Brown,customer_476@example.com,2022-07-14,Spain,Madrid,Other,45-54,Churn Risk
477,Jordan,Johnson,Jordan Johnson,customer_477@example.com,2022-01-21,Brazil,Brasilia,Male,35-44,Churn Risk
478,Taylor,Smith,Taylor Smith,customer_478@example.com,2022-06-13,Brazil,São Paulo,Female,25-34,New
481,Jordan,Garcia,Jordan Garcia,customer_481@example.com,2023-04-16,Brazil,Rio de Janeiro,Female,55+,Churn Risk
482,Taylor,Martinez,Taylor Martinez,customer_482@example.com,2023-01-02,Spain,Barcelona,Male,35-44,Churn Risk
484,Morgan,Smith,Morgan Smith,customer_484@example.com,2022-05-28,Brazil,Brasilia,Male,45-54,Active
485,Taylor,Davis,Taylor Davis,customer_485@example.com,2023-09-30,Mexico,CDMX,Other,55+,Active
488,Taylor,Johnson,Taylor Johnson,customer_488@example.com,2023-08-12,Mexico,CDMX,Female,18-24,Active
489,Chris,Lopez,Chris Lopez,customer_489@example.com,2022-06-08,Brazil,Brasilia,Other,18-24,New
490,Sam,Davis,Sam Davis,customer_490@example.com,2022-06-30,Spain,Valencia,Female,35-44,VIP
491,Chris,Martinez,Chris Martinez,customer_491@example.com,2022-05-24,Mexico,Guadalajara,Female,55+,Churn Risk
492,Sam,Davis,Sam Davis,customer_492@example.com,2022-12-07,USA,New York,Other,25-34,Churn Risk
493,Alex,Smith,Alex Smith,customer_493@example.com,2022-12-14,Mexico,Monterrey,Male,45-54,New
494,Chris,Johnson,Chris Johnson,customer_494@example.com,2022-04-18,Mexico,Monterrey,Other,25-34,Churn Risk
496,Sam,Brown,Sam Brown,customer_496@example.com,2022-07-14,Mexico,Monterrey,Other,25-34,Churn Risk
497,Chris,Smith,Chris Smith,customer_497@example.com,2023-10-18,Colombia,Medellín,Female,45-54,Active
498,Taylor,Smith,Taylor Smith,customer_498@example.com,2022-04-06,Brazil,Rio de Janeiro,Male,25-34,VIP
499,Jordan,Miller,Jordan Miller,customer_499@example.com,2022-12-27,Mexico,CDMX,Female,25-34,Churn Risk
500,Jamie,Brown,Jamie Brown,customer_500@example.com,2023-06-18,Spain,Barcelona,Male,45-54,Active
501,Alex,Miller,Alex Miller,customer_501@example.com,2022-06-11,USA,Los Angeles,Female,18-24,Active
502,Taylor,Johnson,Taylor Johnson,customer_502@example.com,2022-07-20,Brazil,São Paulo,Female,18-24,Active
503,Taylor,Johnson,Taylor Johnson,customer_503@example.com,2022-11-17,Brazil,Brasilia,Other,45-54,VIP
504,Morgan,Smith,Morgan Smith,customer_504@example.com,2022-03-19,USA,Miami,Female,55+,Churn Risk
505,Taylor,Martinez,Taylor Martinez,customer_505@example.com,2022-05-05,Brazil,São Paulo,Other,55+,Active
506,Jamie,Lopez,Jamie Lopez,customer_506@example.com,2023-11-05,Spain,Barcelona,Female,45-54,Active
507,Taylor,Lopez,Taylor Lopez,customer_507@example.com,2022-07-25,Brazil,São Paulo,Other,55+,VIP
508,Alex,Brown,Alex Brown,customer_508@example.com,2022-06-13,Colombia,Barranquilla,Female,35-44,Churn Risk
510,Jamie,Garcia,Jamie Garcia,customer_510@example.com,2023-03-28,Spain,Valencia,Male,35-44,Active
511,Jordan,Davis,Jordan Davis,customer_511@example.com,2022-05-22,Brazil,São Paulo,Male,45-54,New
512,Morgan,Martinez,Morgan Martinez,customer_512@example.com,2023-09-02,Colombia,Medellín,Male,55+,Churn Risk
513,Jamie,Miller,Jamie Miller,customer_513@example.com,2022-07-25,Brazil,Brasilia,Other,35-44,New
514,Sam,Smith,Sam Smith,customer_514@example.com,2023-04-21,Spain,Valencia,Other,55+,Churn Risk
516,Jordan,Smith,Jordan Smith,customer_516@example.com,2022-11-22,Brazil,Brasilia,Other,18-24,Churn Risk
517,Jordan,Martinez,Jordan Martinez,customer_517@example.com,2023-08-24,Mexico,CDMX,Other,18-24,VIP
518,Jamie,Garcia,Jamie Garcia,customer_518@example.com,2023-07-20,Brazil,Brasilia,Other,55+,Active
519,Taylor,Lopez,Taylor Lopez,customer_519@example.com,2022-07-12,Mexico,Monterrey,Other,25-34,New
520,Chris,Brown,Chris Brown,customer_520@example.com,2022-11-22,Colombia,Bogotá,Male,35-44,New
521,Jordan,Garcia,Jordan Garcia,customer_521@example.com,2022-12-30,USA,Los Angeles,Male,45-54,New
522,Pat,Garcia,Pat Garcia,customer_522@example.com,2022-04-12,Brazil,Brasilia,Other,55+,Churn Risk
523,Taylor,Smith,Taylor Smith,customer_523@example.com,2022-03-27,Spain,Madrid,Other,55+,New
524,Jamie,Martinez,Jamie Martinez,customer_524@example.com,2022-07-19,USA,Los Angeles,Female,25-34,VIP
525,Morgan,Garcia,Morgan Garcia,customer_525@example.com,2022-03-18,USA,Miami,Male,45-54,VIP
526,Sam,Martinez,Sam Martinez,customer_526@example.com,2022-07-26,USA,Los Angeles,Other,35-44,Active
527,Sam,Lopez,Sam Lopez,customer_527@example.com,2023-09-02,Mexico,Monterrey,Other,35-44,VIP
529,Alex,Johnson,Alex Johnson,customer_529@example.com,2022-08-08,Brazil,Rio de Janeiro,Male,35-44,VIP
531,Morgan,Miller,Morgan Miller,customer_531@example.com,2022-09-20,USA,Miami,Other,55+,VIP
532,Chris,Lopez,Chris Lopez,customer_532@example.com,2023-10-14,Colombia,Barranquilla,Other,35-44,New
534,Jordan,Miller,Jordan Miller,customer_534@example.com,2023-12-21,Spain,Barcelona,Male,55+,New
537,Pat,Smith,Pat Smith,customer_537@example.com,2022-04-26,Spain,Barcelona,Female,45-54,Churn Risk
538,Pat,Johnson,Pat Johnson,customer_538@example.com,2023-06-07,Colombia,Cali,Female,18-24,Churn Risk
540,Chris,Martinez,Chris Martinez,customer_540@example.com,2023-01-02,Spain,Valencia,Male,25-34,New
541,Alex,Martinez,Alex Martinez,customer_541@example.com,2022-11-30,Spain,Valencia,Other,45-54,New
542,Pat,Martinez,Pat Martinez,customer_542@example.com,2022-04-03,USA,Miami,Male,18-24,Churn Risk
543,Morgan,Brown,Morgan Brown,customer_543@example.com,2023-07-30,Mexico,Monterrey,Female,45-54,Active
545,Morgan,Lopez,Morgan Lopez,customer_545@example.com,2023-12-23,Colombia,Medellín,Male,18-24,Active
546,Morgan,Miller,Morgan Miller,customer_546@example.com,2023-01-16,Mexico,CDMX,Female,35-44,VIP
547,Taylor,Brown,Taylor Brown,customer_547@example.com,2022-07-07,Colombia,Bogotá,Female,45-54,New
548,Pat,Johnson,Pat Johnson,customer_548@example.com,2022-09-17,Brazil,Brasilia,Male,25-34,New
550,Jamie,Brown,Jamie Brown,customer_550@example.com,2022-10-19,Spain,Valencia,Female,45-54,Churn Risk
551,Jamie,Lopez,Jamie Lopez,customer_551@example.com,2023-01-12,USA,Los Angeles,Female,45-54,VIP
552,Morgan,Garcia,Morgan Garcia,customer_552@example.com,2022-07-06,Spain,Valencia,Other,45-54,New
554,Jamie,Lopez,Jamie Lopez,customer_554@example.com,2022-02-08,Colombia,Cali,Male,45-54,Active
556,Taylor,Martinez,Taylor Martinez,customer_556@example.com,2022-08-10,USA,Miami,Female,25-34,New
557,Morgan,Johnson,Morgan Johnson,customer_557@example.com,2023-08-22,Spain,Madrid,Female,55+,Active
558,Sam,Brown,Sam Brown,customer_558@example.com,2023-08-30,Brazil,Rio de Janeiro,Female,55+,Active
559,Alex,Johnson,Alex Johnson,customer_559@example.com,2022-08-17,Colombia,Medellín,Female,35-44,Churn Risk
560,Jordan,Martinez,Jordan Martinez,customer_560@example.com,2023-06-25,Colombia,Medellín,Male,35-44,Active
561,Chris,Martinez,Chris Martinez,customer_561@example.com,2023-05-02,Spain,Valencia,Male,45-54,Active
563,Morgan,Garcia,Morgan Garcia,customer_563@example.com,2023-12-23,Mexico,Monterrey,Female,55+,Active
564,Sam,Davis,Sam Davis,customer_564@example.com,2023-01-13,Colombia,Barranquilla,Other,45-54,Churn Risk
565,Chris,Brown,Chris Brown,customer_565@example.com,2022-01-22,Mexico,CDMX,Female,45-54,Churn Risk
566,Morgan,Smith,Morgan Smith,customer_566@example.com,2022-03-26,Mexico,CDMX,Other,35-44,VIP
567,Morgan,Smith,Morgan Smith,customer_567@example.com,2022-09-22,Brazil,Brasilia,Female,55+,Active
569,Jordan,Johnson,Jordan Johnson,customer_569@example.com,2022-02-22,Spain,Valencia,Other,25-34,Churn Risk
570,Morgan,Brown,Morgan Brown,customer_570@example.com,2022-05-03,Mexico,Monterrey,Other,35-44,Churn Risk
571,Morgan,Garcia,Morgan Garcia,customer_571@example.com,2023-06-02,Mexico,CDMX,Other,55+,New
572,Jamie,Miller,Jamie Miller,customer_572@example.com,2022-05-02,USA,Los Angeles,Other,45-54,Churn Risk
573,Jordan,Miller,Jordan Miller,customer_573@example.com,2022-01-16,Spain,Valencia,Male,35-44,VIP
574,Pat,Brown,Pat Brown,customer_574@example.com,2022-11-23,Colombia,Barranquilla,Other,25-34,New
575,Taylor,Smith,Taylor Smith,customer_575@example.com,2022-09-23,Colombia,Bogotá,Other,18-24,New
576,Alex,Martinez,Alex Martinez,customer_576@example.com,2023-10-28,Mexico,CDMX,Female,18-24,VIP
577,Sam,Lopez,Sam Lopez,customer_577@example.com,2023-03-03,Colombia,Cali,Male,25-34,Active
578,Pat,Martinez,Pat Martinez,customer_578@example.com,2023-10-20,Spain,Valencia,Other,45-54,Churn Risk
579,Sam,Miller,Sam Miller,customer_579@example.com,2022-06-04,Colombia,Barranquilla,Other,18-24,VIP
580,Taylor,Lopez,Taylor Lopez,customer_580@example.com,2022-09-06,Brazil,São Paulo,Female,35-44,Active
581,Jordan,Smith,Jordan Smith,customer_581@example.com,2022-05-28,Spain,Madrid,Female,25-34,Churn Risk
582,Chris,Davis,Chris Davis,customer_582@example.com,2023-01-05,Mexico,Guadalajara,Other,45-54,Churn Risk
585,Morgan,Smith,Morgan Smith,customer_585@example.com,2023-03-15,Spain,Barcelona,Other,35-44,Churn Risk
