lead_id,ad_id,lead_date,lead_source,utm_medium,utm_campaign,email,phone,is_mql,converted_to_customer,became_buyer,order_id,customer_id,funnel_stage
3396,578,2023-02-04,TikTok,paid_social,Campaign_26,user_3396@example.com,300-5946181,1,0,0,,,MQL
3397,220,2023-05-16,Facebook,paid_social,Campaign_57,user_3397@example.com,300-3527649,0,0,0,,,Raw Lead
3398,179,2023-04-22,Facebook,email,Campaign_51,user_3398@example.com,300-3320094,1,0,0,,,MQL
3399,187,2023-04-09,Google,referral,Campaign_13,user_3399@example.com,300-8319147,0,0,0,,,Raw Lead
3400,184,2023-05-30,Google,email,Campaign_38,user_3400@example.com,300-9078374,0,0,0,,,Raw Lead
3401,602,2023-06-20,Facebook,paid_search,Campaign_25,user_3401@example.com,300-7481200,1,1,0,,,Customer (No Purchase Yet)
3402,588,2023-01-04,TikTok,paid_social,Campaign_49,user_3402@example.com,300-3560585,0,0,0,,,Raw Lead
3403,397,2023-03-19,Email,email,Campaign_3,user_3403@example.com,300-2328945,0,0,0,,,Raw Lead
3404,637,2023-05-09,TikTok,referral,Campaign_21,user_3404@example.com,300-2345174,0,0,0,,,Raw Lead
3405,571,2023-03-31,TikTok,referral,Campaign_26,user_3405@example.com,300-9190991,1,0,0,,,MQL
3406,479,2023-02-17,Google,referral,Campaign_26,user_3406@example.com,300-1083295,0,0,0,,,Raw Lead
3407,180,2023-01-08,TikTok,paid_social,Campaign_26,user_3407@example.com,300-2009578,0,0,0,,,Raw Lead
3408,367,2023-02-25,Email,paid_search,Campaign_47,user_3408@example.com,300-9122090,1,1,1,297,957.0,Customer (Buyer)
3409,4,2023-04-27,Facebook,paid_social,Campaign_55,user_3409@example.com,300-2319961,0,0,0,,,Raw Lead
3410,31,2023-03-04,Email,email,Campaign_39,user_3410@example.com,300-6248569,1,0,0,,,MQL
3411,631,2023-02-11,Google,paid_search,Campaign_1,user_3411@example.com,300-7184158,1,0,0,,,MQL
3412,681,2023-01-22,Facebook,referral,Campaign_60,user_3412@example.com,300-1934814,1,1,0,,,Customer (No Purchase Yet)
3413,495,2023-03-28,TikTok,paid_social,Campaign_53,user_3413@example.com,300-3269306,0,0,0,,,Raw Lead
3414,555,2023-06-04,Email,paid_search,Campaign_31,user_3414@example.com,300-4135397,1,0,0,,,MQL
3415,203,2023-06-06,Google,paid_search,Campaign_10,user_3415@example.com,300-5010067,1,0,0,,,MQL
3416,83,2023-04-23,Google,email,Campaign_12,user_3416@example.com,300-3761905,0,0,0,,,Raw Lead
3417,642,2023-02-11,Email,referral,Campaign_47,user_3417@example.com,300-2207517,0,0,0,,,Raw Lead
3418,95,2023-06-15,Instagram,email,Campaign_13,user_3418@example.com,300-3989756,0,0,0,,,Raw Lead
3419,484,2023-01-19,Email,paid_search,Campaign_33,user_3419@example.com,300-5860703,1,1,0,,,Customer (No Purchase Yet)
3420,361,2023-01-15,Email,email,Campaign_6,user_3420@example.com,300-1303574,1,0,0,,,MQL
3421,453,2023-01-23,Google,referral,Campaign_22,user_3421@example.com,300-9778030,0,0,0,,,Raw Lead
3422,379,2023-05-23,Email,paid_search,Campaign_54,user_3422@example.com,300-5748040,1,0,0,,,MQL
3423,511,2023-05-04,TikTok,referral,Campaign_29,user_3423@example.com,300-2326841,0,0,0,,,Raw Lead
3424,186,2023-03-25,Email,referral,Campaign_31,user_3424@example.com,300-3756506,1,0,0,,,MQL
3425,152,2023-03-10,TikTok,referral,Campaign_29,user_3425@example.com,300-4974735,1,0,0,,,MQL
3426,684,2023-05-12,Facebook,email,Campaign_57,user_3426@example.com,300-7743637,1,1,0,,,Customer (No Purchase Yet)
3427,340,2023-04-16,Email,paid_social,Campaign_14,user_3427@example.com,300-1341039,0,0,0,,,Raw Lead
3428,684,2023-06-13,Facebook,paid_social,Campaign_32,user_3428@example.com,300-3863340,1,1,1,1985,187.0,Customer (Buyer)
3429,293,2023-02-21,Facebook,paid_social,Campaign_28,user_3429@example.com,300-2651676,1,1,1,85,900.0,Customer (Buyer)
3430,281,2023-05-16,Facebook,email,Campaign_27,user_3430@example.com,300-8027324,0,0,0,,,Raw Lead
3431,103,2023-04-16,TikTok,paid_search,Campaign_11,user_3431@example.com,300-4257257,0,0,0,,,Raw Lead
3432,187,2023-05-22,Facebook,referral,Campaign_29,user_3432@example.com,300-5355068,1,1,1,834,736.0,Customer (Buyer)
3433,338,2023-05-27,Facebook,referral,Campaign_31,user_3433@example.com,300-5914117,0,0,0,,,Raw Lead
3434,81,2023-04-17,Facebook,paid_social,Campaign_11,user_3434@example.com,300-3702063,0,0,0,,,Raw Lead
3435,21,2023-06-21,Facebook,email,Campaign_56,user_3435@example.com,300-4685431,1,1,1,1214,118.0,Customer (Buyer)
3436,10,2023-03-02,Facebook,referral,Campaign_23,user_3436@example.com,300-4930117,0,0,0,,,Raw Lead
3437,282,2023-04-14,Google,referral,Campaign_21,user_3437@example.com,300-1372293,1,1,1,1521,666.0,Customer (Buyer)
3438,579,2023-01-27,TikTok,email,Campaign_30,user_3438@example.com,300-8596596,1,0,0,,,MQL
3439,288,2023-01-21,TikTok,email,Campaign_12,user_3439@example.com,300-3739217,0,0,0,,,Raw Lead
3440,399,2023-02-16,Instagram,referral,Campaign_47,user_3440@example.com,300-3533702,0,0,0,,,Raw Lead
3441,365,2023-04-22,Facebook,paid_social,Campaign_34,user_3441@example.com,300-7807283,0,0,0,,,Raw Lead
3442,575,2023-02-10,Instagram,referral,Campaign_25,user_3442@example.com,300-8362547,1,0,0,,,MQL
3443,2,2023-03-24,Google,paid_social,Campaign_15,user_3443@example.com,300-5331192,1,0,0,,,MQL
3444,107,2023-03-09,Google,email,Campaign_41,user_3444@example.com,300-6076788,0,0,0,,,Raw Lead
3445,144,2023-04-14,Google,email,Campaign_45,user_3445@example.com,300-2153098,1,0,0,,,MQL
3446,333,2023-01-12,Instagram,paid_search,Campaign_3,user_3446@example.com,300-8767457,1,0,0,,,MQL
3447,242,2023-01-19,Instagram,email,Campaign_58,user_3447@example.com,300-7019075,1,0,0,,,MQL
3448,331,2023-05-18,Email,paid_search,Campaign_23,user_3448@example.com,300-6343917,0,0,0,,,Raw Lead
3449,325,2023-03-18,Google,email,Campaign_37,user_3449@example.com,300-9065582,0,0,0,,,Raw Lead
3450,479,2023-05-30,Facebook,referral,Campaign_38,user_3450@example.com,300-6150054,1,0,0,,,MQL
3451,659,2023-01-22,Instagram,paid_search,Campaign_32,user_3451@example.com,300-5694699,0,0,0,,,Raw Lead
3452,375,2023-04-08,TikTok,paid_search,Campaign_53,user_3452@example.com,300-6077249,1,0,0,,,MQL
3453,136,2023-03-14,Email,paid_search,Campaign_28,user_3453@example.com,300-1823652,0,0,0,,,Raw Lead
3454,200,2023-04-12,TikTok,referral,Campaign_40,user_3454@example.com,300-5846790,1,0,0,,,MQL
3455,333,2023-06-07,Facebook,paid_social,Campaign_10,user_3455@example.com,300-1715725,1,1,0,,,Customer (No Purchase Yet)
3456,225,2023-02-20,Instagram,paid_social,Campaign_22,user_3456@example.com,300-2756485,1,1,1,134,456.0,Customer (Buyer)
3457,435,2023-01-14,Facebook,email,Campaign_54,user_3457@example.com,300-6135760,0,0,0,,,Raw Lead
3458,403,2023-04-10,Instagram,email,Campaign_8,user_3458@example.com,300-5445282,0,0,0,,,Raw Lead
3459,1,2023-04-05,Google,paid_social,Campaign_27,user_3459@example.com,300-5318232,1,1,0,,,Customer (No Purchase Yet)
3460,500,2023-04-02,Google,paid_search,Campaign_35,user_3460@example.com,300-4283348,1,1,1,453,838.0,Customer (Buyer)
3461,335,2023-04-22,Email,paid_search,Campaign_24,user_3461@example.com,300-3759512,1,0,0,,,MQL
3462,373,2023-03-18,TikTok,paid_social,Campaign_59,user_3462@example.com,300-2847418,1,1,0,,,Customer (No Purchase Yet)
3463,447,2023-05-04,Instagram,paid_search,Campaign_10,user_3463@example.com,300-4688680,0,0,0,,,Raw Lead
3464,594,2023-06-27,Google,paid_search,Campaign_28,user_3464@example.com,300-6288097,1,0,0,,,MQL
3465,115,2023-04-02,Email,referral,Campaign_5,user_3465@example.com,300-9453877,1,0,0,,,MQL
3466,41,2023-05-04,TikTok,paid_search,Campaign_6,user_3466@example.com,300-5101623,0,0,0,,,Raw Lead
3467,39,2023-04-02,Email,paid_social,Campaign_56,user_3467@example.com,300-4631202,0,0,0,,,Raw Lead
3468,160,2023-02-09,Facebook,paid_search,Campaign_42,user_3468@example.com,300-1272360,0,0,0,,,Raw Lead
3469,539,2023-03-07,Instagram,email,Campaign_33,user_3469@example.com,300-1064323,1,0,0,,,MQL
3470,462,2023-06-24,Google,email,Campaign_47,user_3470@example.com,300-3004422,1,1,1,592,835.0,Customer (Buyer)
3471,471,2023-02-03,Google,paid_social,Campaign_16,user_3471@example.com,300-2455121,0,0,0,,,Raw Lead
3472,693,2023-03-13,Google,referral,Campaign_14,user_3472@example.com,300-7954713,0,0,0,,,Raw Lead
3473,25,2023-01-19,Email,paid_search,Campaign_45,user_3473@example.com,300-8983810,0,0,0,,,Raw Lead
3474,124,2023-06-12,Google,referral,Campaign_46,user_3474@example.com,300-1462913,1,0,0,,,MQL
3475,437,2023-06-29,Instagram,email,Campaign_12,user_3475@example.com,300-5611515,1,0,0,,,MQL
3476,248,2023-02-10,Facebook,email,Campaign_15,user_3476@example.com,300-1046771,1,0,0,,,MQL
3477,149,2023-06-30,Email,email,Campaign_9,user_3477@example.com,300-1260438,1,0,0,,,MQL
3478,189,2023-05-01,Instagram,paid_social,Campaign_52,user_3478@example.com,300-9120372,1,1,0,,,Customer (No Purchase Yet)
3479,680,2023-06-08,Instagram,paid_search,Campaign_60,user_3479@example.com,300-9814628,1,1,1,1571,678.0,Customer (Buyer)
3480,67,2023-01-28,Facebook,paid_social,Campaign_54,user_3480@example.com,300-6194933,0,0,0,,,Raw Lead
3481,359,2023-03-16,Instagram,email,Campaign_17,user_3481@example.com,300-6550785,0,0,0,,,Raw Lead
3482,417,2023-04-18,TikTok,paid_search,Campaign_9,user_3482@example.com,300-1133996,1,0,0,,,MQL
3483,565,2023-06-17,Instagram,referral,Campaign_22,user_3483@example.com,300-3369151,0,0,0,,,Raw Lead
3484,421,2023-05-24,TikTok,paid_social,Campaign_4,user_3484@example.com,300-5727234,0,0,0,,,Raw Lead
3485,412,2023-02-03,TikTok,referral,Campaign_14,user_3485@example.com,300-8817595,1,0,0,,,MQL
3486,425,2023-06-20,Google,paid_search,Campaign_11,user_3486@example.com,300-9186459,1,0,0,,,MQL
3487,431,2023-02-17,Facebook,paid_search,Campaign_37,user_3487@example.com,300-1229075,0,0,0,,,Raw Lead
3488,30,2023-02-24,Email,paid_search,Campaign_44,user_3488@example.com,300-3321625,0,0,0,,,Raw Lead
3489,321,2023-06-10,Google,email,Campaign_53,user_3489@example.com,300-6080522,1,1,0,,,Customer (No Purchase Yet)
3490,326,2023-03-23,Google,paid_social,Campaign_1,user_3490@example.com,300-9239026,0,0,0,,,Raw Lead
3491,469,2023-05-30,Google,referral,Campaign_47,user_3491@example.com,300-5429877,1,0,0,,,MQL
3492,648,2023-05-09,Email,paid_social,Campaign_35,user_3492@example.com,300-5576761,0,0,0,,,Raw Lead
3493,59,2023-06-20,Instagram,paid_search,Campaign_48,user_3493@example.com,300-2751989,0,0,0,,,Raw Lead
3494,251,2023-03-10,Instagram,email,Campaign_12,user_3494@example.com,300-4073864,0,0,0,,,Raw Lead
3495,194,2023-04-09,Email,email,Campaign_36,user_3495@example.com,300-2000329,1,0,0,,,MQL
3496,204,2023-04-08,TikTok,paid_search,Campaign_35,user_3496@example.com,300-8542043,0,0,0,,,Raw Lead
3497,673,2023-01-08,TikTok,paid_social,Campaign_37,user_3497@example.com,300-4293486,0,0,0,,,Raw Lead
3498,683,2023-01-28,TikTok,paid_social,Campaign_31,user_3498@example.com,300-2639706,0,0,0,,,Raw Lead
3499,382,2023-01-11,Instagram,paid_search,Campaign_22,user_3499@example.com,300-4548656,1,0,0,,,MQL
3500,6,2023-03-29,TikTok,paid_social,Campaign_60,user_3500@example.com,300-3467584,1,1,0,,,Customer (No Purchase Yet)
3501,114,2023-05-04,Facebook,paid_search,Campaign_17,user_3501@example.com,300-5022688,0,0,0,,,Raw Lead
3502,539,2023-06-23,Email,paid_social,Campaign_28,user_3502@example.com,300-5488326,0,0,0,,,Raw Lead
3503,323,2023-01-17,Email,paid_search,Campaign_58,user_3503@example.com,300-6783643,0,0,0,,,Raw Lead
3504,332,2023-01-22,Facebook,email,Campaign_18,user_3504@example.com,300-8902990,1,0,0,,,MQL
3505,355,2023-01-17,Email,email,Campaign_56,user_3505@example.com,300-9386404,1,0,0,,,MQL
3506,592,2023-03-28,Google,paid_social,Campaign_3,user_3506@example.com,300-5267346,1,0,0,,,MQL
3507,105,2023-06-13,Facebook,email,Campaign_18,user_3507@example.com,300-4609449,0,0,0,,,Raw Lead
3508,403,2023-05-23,Instagram,paid_social,Campaign_44,user_3508@example.com,300-7163384,0,0,0,,,Raw Lead
3509,692,2023-03-27,Google,email,Campaign_45,user_3509@example.com,300-1969494,1,1,1,299,996.0,Customer (Buyer)
3510,194,2023-06-09,Facebook,paid_search,Campaign_20,user_3510@example.com,300-5399496,0,0,0,,,Raw Lead
3511,342,2023-05-01,Email,email,Campaign_46,user_3511@example.com,300-8977183,1,0,0,,,MQL
3512,324,2023-06-16,Facebook,referral,Campaign_21,user_3512@example.com,300-4266147,1,0,0,,,MQL
3513,209,2023-01-14,Instagram,paid_social,Campaign_58,user_3513@example.com,300-5774390,1,0,0,,,MQL
3514,518,2023-06-22,Instagram,referral,Campaign_3,user_3514@example.com,300-1859858,1,0,0,,,MQL
3515,280,2023-03-24,Email,paid_social,Campaign_46,user_3515@example.com,300-2825746,0,0,0,,,Raw Lead
3516,98,2023-04-26,Facebook,paid_social,Campaign_3,user_3516@example.com,300-3656196,0,0,0,,,Raw Lead
3517,491,2023-02-13,Instagram,referral,Campaign_37,user_3517@example.com,300-7032403,0,0,0,,,Raw Lead
3518,241,2023-05-04,Facebook,email,Campaign_32,user_3518@example.com,300-9646974,1,0,0,,,MQL
3519,360,2023-06-15,Email,paid_social,Campaign_53,user_3519@example.com,300-7475731,0,0,0,,,Raw Lead
3520,78,2023-05-13,Email,referral,Campaign_13,user_3520@example.com,300-1082389,0,0,0,,,Raw Lead
3521,272,2023-02-25,Facebook,paid_search,Campaign_50,user_3521@example.com,300-2036212,1,1,1,1707,727.0,Customer (Buyer)
3522,252,2023-03-30,Instagram,paid_search,Campaign_22,user_3522@example.com,300-5635611,1,1,1,1061,838.0,Customer (Buyer)
3523,590,2023-04-02,Email,paid_social,Campaign_7,user_3523@example.com,300-2327436,1,1,1,1571,678.0,Customer (Buyer)
3524,222,2023-02-27,Instagram,paid_social,Campaign_14,user_3524@example.com,300-6203535,1,1,1,1066,346.0,Customer (Buyer)
3525,165,2023-03-27,Google,email,Campaign_38,user_3525@example.com,300-9953275,0,0,0,,,Raw Lead
3526,140,2023-01-01,TikTok,paid_search,Campaign_12,user_3526@example.com,300-2828954,0,0,0,,,Raw Lead
3527,336,2023-03-12,Facebook,referral,Campaign_29,user_3527@example.com,300-3729187,0,0,0,,,Raw Lead
3528,413,2023-02-17,Instagram,paid_search,Campaign_37,user_3528@example.com,300-4165729,1,0,0,,,MQL
3529,63,2023-01-25,Instagram,paid_search,Campaign_51,user_3529@example.com,300-2828168,0,0,0,,,Raw Lead
3530,661,2023-02-10,Facebook,email,Campaign_48,user_3530@example.com,300-2667057,1,1,1,1339,145.0,Customer (Buyer)
3531,462,2023-02-19,TikTok,referral,Campaign_58,user_3531@example.com,300-3438325,1,1,1,136,649.0,Customer (Buyer)
3532,133,2023-05-01,Facebook,paid_social,Campaign_37,user_3532@example.com,300-1756855,1,1,1,1081,56.0,Customer (Buyer)
3533,170,2023-06-27,TikTok,email,Campaign_38,user_3533@example.com,300-4444498,0,0,0,,,Raw Lead
3534,68,2023-04-18,Email,paid_search,Campaign_13,user_3534@example.com,300-1466091,1,1,1,1254,673.0,Customer (Buyer)
3535,376,2023-06-24,Google,paid_search,Campaign_43,user_3535@example.com,300-8724236,1,0,0,,,MQL
3536,435,2023-01-29,Facebook,email,Campaign_43,user_3536@example.com,300-2926011,0,0,0,,,Raw Lead
3537,1,2023-05-11,Facebook,paid_social,Campaign_47,user_3537@example.com,300-9027961,1,0,0,,,MQL
3538,56,2023-04-22,TikTok,paid_social,Campaign_11,user_3538@example.com,300-1345143,1,1,1,1097,303.0,Customer (Buyer)
3539,40,2023-05-24,Facebook,email,Campaign_14,user_3539@example.com,300-4946055,0,0,0,,,Raw Lead
3540,553,2023-06-29,TikTok,paid_search,Campaign_42,user_3540@example.com,300-8186503,1,1,0,,,Customer (No Purchase Yet)
3541,173,2023-03-14,Google,email,Campaign_38,user_3541@example.com,300-2173130,1,1,1,1808,42.0,Customer (Buyer)
3542,559,2023-01-15,Instagram,referral,Campaign_29,user_3542@example.com,300-1969253,1,0,0,,,MQL
3543,181,2023-05-28,Facebook,email,Campaign_53,user_3543@example.com,300-5970975,1,0,0,,,MQL
3544,359,2023-06-05,Facebook,paid_social,Campaign_56,user_3544@example.com,300-9324987,1,0,0,,,MQL
3545,669,2023-05-30,Email,referral,Campaign_44,user_3545@example.com,300-8937324,0,0,0,,,Raw Lead
3546,587,2023-01-03,Facebook,paid_search,Campaign_41,user_3546@example.com,300-2676769,1,0,0,,,MQL
3547,172,2023-01-15,Email,email,Campaign_22,user_3547@example.com,300-4736156,0,0,0,,,Raw Lead
3548,610,2023-05-11,Instagram,email,Campaign_30,user_3548@example.com,300-4629050,0,0,0,,,Raw Lead
3549,316,2023-01-20,Google,referral,Campaign_12,user_3549@example.com,300-8286015,1,0,0,,,MQL
3550,637,2023-05-16,Google,paid_search,Campaign_29,user_3550@example.com,300-7934658,1,0,0,,,MQL
3551,609,2023-03-06,TikTok,paid_social,Campaign_60,user_3551@example.com,300-8519162,0,0,0,,,Raw Lead
3552,304,2023-04-12,Email,email,Campaign_57,user_3552@example.com,300-4251612,1,1,1,1535,63.0,Customer (Buyer)
3553,179,2023-05-15,Google,email,Campaign_20,user_3553@example.com,300-6112054,1,0,0,,,MQL
3554,257,2023-03-20,Facebook,paid_search,Campaign_19,user_3554@example.com,300-9957711,1,0,0,,,MQL
3555,312,2023-03-26,TikTok,referral,Campaign_51,user_3555@example.com,300-4538360,0,0,0,,,Raw Lead
3556,541,2023-05-08,TikTok,paid_search,Campaign_57,user_3556@example.com,300-5140175,0,0,0,,,Raw Lead
3557,81,2023-02-23,Email,paid_search,Campaign_42,user_3557@example.com,300-5900730,0,0,0,,,Raw Lead
3558,65,2023-06-22,Facebook,paid_search,Campaign_53,user_3558@example.com,300-5995263,0,0,0,,,Raw Lead
3559,154,2023-04-18,Instagram,referral,Campaign_11,user_3559@example.com,300-8194970,1,1,0,,,Customer (No Purchase Yet)
3560,568,2023-05-01,TikTok,email,Campaign_9,user_3560@example.com,300-1603434,0,0,0,,,Raw Lead
3561,55,2023-02-23,Facebook,paid_social,Campaign_24,user_3561@example.com,300-6970477,0,0,0,,,Raw Lead
3562,3,2023-04-30,Email,referral,Campaign_43,user_3562@example.com,300-3556082,0,0,0,,,Raw Lead
3563,84,2023-01-23,Instagram,email,Campaign_51,user_3563@example.com,300-1365072,0,0,0,,,Raw Lead
3564,658,2023-05-19,Email,referral,Campaign_42,user_3564@example.com,300-7310203,1,0,0,,,MQL
3565,368,2023-05-04,Instagram,paid_search,Campaign_11,user_3565@example.com,300-8749657,1,0,0,,,MQL
3566,98,2023-01-21,TikTok,paid_social,Campaign_37,user_3566@example.com,300-6133189,0,0,0,,,Raw Lead
3567,277,2023-05-08,Email,paid_social,Campaign_19,user_3567@example.com,300-2726087,0,0,0,,,Raw Lead
3568,243,2023-01-25,Facebook,paid_social,Campaign_7,user_3568@example.com,300-4055466,0,0,0,,,Raw Lead
3569,397,2023-02-08,Facebook,paid_search,Campaign_53,user_3569@example.com,300-7595879,1,1,1,298,681.0,Customer (Buyer)
3570,684,2023-04-22,Facebook,paid_social,Campaign_27,user_3570@example.com,300-2718268,0,0,0,,,Raw Lead
3571,533,2023-04-15,Facebook,paid_social,Campaign_27,user_3571@example.com,300-3337423,0,0,0,,,Raw Lead
3572,569,2023-03-18,Google,referral,Campaign_20,user_3572@example.com,300-9979471,1,1,0,,,Customer (No Purchase Yet)
3573,621,2023-01-04,Google,email,Campaign_35,user_3573@example.com,300-1951589,1,1,0,,,Customer (No Purchase Yet)
3574,163,2023-06-06,Email,email,Campaign_7,user_3574@example.com,300-1455424,0,0,0,,,Raw Lead
3575,591,2023-04-20,Google,email,Campaign_17,user_3575@example.com,300-9107144,1,1,0,,,Customer (No Purchase Yet)
3576,621,2023-02-17,Instagram,email,Campaign_24,user_3576@example.com,300-6400885,0,0,0,,,Raw Lead
3577,525,2023-02-20,Instagram,paid_social,Campaign_37,user_3577@example.com,300-8182153,1,1,1,1258,261.0,Customer (Buyer)
3578,298,2023-06-25,Google,paid_social,Campaign_29,user_3578@example.com,300-6958532,1,0,0,,,MQL
3579,189,2023-05-21,Google,referral,Campaign_9,user_3579@example.com,300-1400686,0,0,0,,,Raw Lead
3580,271,2023-03-12,Facebook,paid_social,Campaign_23,user_3580@example.com,300-2627953,0,0,0,,,Raw Lead
3581,466,2023-06-28,TikTok,referral,Campaign_46,user_3581@example.com,300-5642414,1,1,0,,,Customer (No Purchase Yet)
3582,588,2023-01-23,Facebook,referral,Campaign_10,user_3582@example.com,300-2223073,0,0,0,,,Raw Lead
3583,486,2023-05-13,Email,paid_social,Campaign_22,user_3583@example.com,300-2570524,1,1,1,977,435.0,Customer (Buyer)
3584,115,2023-02-09,Facebook,referral,Campaign_38,user_3584@example.com,300-4453918,0,0,0,,,Raw Lead
3585,133,2023-01-03,TikTok,email,Campaign_47,user_3585@example.com,300-9110070,0,0,0,,,Raw Lead
3586,130,2023-02-04,Email,referral,Campaign_52,user_3586@example.com,300-6045776,0,0,0,,,Raw Lead
3587,81,2023-02-07,Instagram,paid_search,Campaign_55,user_3587@example.com,300-9182557,1,0,0,,,MQL
3588,410,2023-06-11,Email,email,Campaign_25,user_3588@example.com,300-8129783,0,0,0,,,Raw Lead
3589,238,2023-02-01,Facebook,referral,Campaign_29,user_3589@example.com,300-2646862,0,0,0,,,Raw Lead
3590,268,2023-03-30,Instagram,email,Campaign_33,user_3590@example.com,300-1595701,0,0,0,,,Raw Lead
3591,367,2023-01-25,Google,email,Campaign_56,user_3591@example.com,300-5561431,0,0,0,,,Raw Lead
3592,541,2023-01-19,Email,email,Campaign_57,user_3592@example.com,300-1661710,1,0,0,,,MQL
3593,410,2023-03-23,Instagram,paid_social,Campaign_17,user_3593@example.com,300-7870178,1,1,0,,,Customer (No Purchase Yet)
3594,655,2023-01-10,Facebook,paid_social,Campaign_34,user_3594@example.com,300-3857419,0,0,0,,,Raw Lead
3595,402,2023-06-26,Instagram,paid_social,Campaign_9,user_3595@example.com,300-5020702,0,0,0,,,Raw Lead
3596,601,2023-03-03,TikTok,email,Campaign_15,user_3596@example.com,300-9643236,1,0,0,,,MQL
3597,607,2023-04-10,TikTok,referral,Campaign_16,user_3597@example.com,300-6741462,0,0,0,,,Raw Lead
3598,382,2023-01-15,Email,email,Campaign_46,user_3598@example.com,300-5539373,0,0,0,,,Raw Lead
3599,407,2023-01-30,Facebook,email,Campaign_50,user_3599@example.com,300-8642617,1,1,0,,,Customer (No Purchase Yet)
3600,180,2023-03-25,Facebook,email,Campaign_3,user_3600@example.com,300-4642656,0,0,0,,,Raw Lead
3601,101,2023-01-21,TikTok,paid_social,Campaign_51,user_3601@example.com,300-3120557,1,0,0,,,MQL
3602,505,2023-06-13,Email,referral,Campaign_31,user_3602@example.com,300-5211521,0,0,0,,,Raw Lead
3603,238,2023-06-13,TikTok,referral,Campaign_5,user_3603@example.com,300-6648656,1,0,0,,,MQL
3604,515,2023-05-30,Instagram,paid_search,Campaign_44,user_3604@example.com,300-4911489,1,0,0,,,MQL
3605,40,2023-03-28,Instagram,email,Campaign_41,user_3605@example.com,300-3072861,1,0,0,,,MQL
3606,66,2023-06-06,Email,referral,Campaign_52,user_3606@example.com,300-5227859,1,0,0,,,MQL
3607,599,2023-02-15,Email,paid_social,Campaign_20,user_3607@example.com,300-8341400,0,0,0,,,Raw Lead
3608,301,2023-02-19,Instagram,email,Campaign_51,user_3608@example.com,300-3506483,1,0,0,,,MQL
3609,618,2023-04-19,Facebook,email,Campaign_22,user_3609@example.com,300-8210336,1,0,0,,,MQL
3610,264,2023-02-15,Google,paid_social,Campaign_4,user_3610@example.com,300-1909713,1,0,0,,,MQL
3611,631,2023-03-27,Facebook,paid_search,Campaign_34,user_3611@example.com,300-5877995,1,1,1,1026,883.0,Customer (Buyer)
3612,664,2023-03-27,TikTok,paid_search,Campaign_7,user_3612@example.com,300-2695467,1,1,1,752,132.0,Customer (Buyer)
3613,421,2023-03-31,Instagram,paid_search,Campaign_1,user_3613@example.com,300-4625981,0,0,0,,,Raw Lead
3614,61,2023-06-09,Instagram,paid_search,Campaign_17,user_3614@example.com,300-2871705,0,0,0,,,Raw Lead
3615,603,2023-02-14,Email,email,Campaign_13,user_3615@example.com,300-7154842,0,0,0,,,Raw Lead
3616,390,2023-06-05,Facebook,referral,Campaign_51,user_3616@example.com,300-3069362,0,0,0,,,Raw Lead
3617,328,2023-04-12,Instagram,referral,Campaign_33,user_3617@example.com,300-8892321,1,0,0,,,MQL
3618,634,2023-03-17,Facebook,referral,Campaign_1,user_3618@example.com,300-6498234,0,0,0,,,Raw Lead
3619,370,2023-06-15,TikTok,paid_search,Campaign_28,user_3619@example.com,300-8342237,1,0,0,,,MQL
3620,598,2023-04-06,TikTok,email,Campaign_52,user_3620@example.com,300-2824426,0,0,0,,,Raw Lead
3621,571,2023-06-13,Email,referral,Campaign_48,user_3621@example.com,300-1137525,1,0,0,,,MQL
3622,615,2023-05-02,Email,paid_social,Campaign_20,user_3622@example.com,300-4620913,1,0,0,,,MQL
3623,308,2023-06-25,Instagram,paid_search,Campaign_16,user_3623@example.com,300-8214478,0,0,0,,,Raw Lead
3624,453,2023-05-05,Instagram,referral,Campaign_45,user_3624@example.com,300-2462400,0,0,0,,,Raw Lead
3625,548,2023-05-31,Google,paid_search,Campaign_31,user_3625@example.com,300-9259500,0,0,0,,,Raw Lead
3626,484,2023-04-03,Instagram,email,Campaign_5,user_3626@example.com,300-7275504,1,0,0,,,MQL
3627,490,2023-02-08,TikTok,email,Campaign_9,user_3627@example.com,300-8273341,1,0,0,,,MQL
3628,661,2023-05-13,Google,paid_search,Campaign_34,user_3628@example.com,300-8580095,1,0,0,,,MQL
3629,154,2023-03-17,Instagram,email,Campaign_60,user_3629@example.com,300-5403895,0,0,0,,,Raw Lead
3630,148,2023-01-22,TikTok,referral,Campaign_58,user_3630@example.com,300-3016951,1,1,0,,,Customer (No Purchase Yet)
3631,673,2023-05-03,Instagram,paid_search,Campaign_55,user_3631@example.com,300-7838424,1,0,0,,,MQL
3632,65,2023-06-18,Facebook,paid_search,Campaign_49,user_3632@example.com,300-7866078,0,0,0,,,Raw Lead
3633,696,2023-04-18,Google,email,Campaign_33,user_3633@example.com,300-3946175,1,0,0,,,MQL
3634,192,2023-06-04,Email,referral,Campaign_5,user_3634@example.com,300-6024862,0,0,0,,,Raw Lead
3635,278,2023-06-23,TikTok,referral,Campaign_3,user_3635@example.com,300-9699551,0,0,0,,,Raw Lead
3636,601,2023-02-04,TikTok,referral,Campaign_46,user_3636@example.com,300-5194918,1,0,0,,,MQL
3637,660,2023-01-10,Google,paid_search,Campaign_31,user_3637@example.com,300-2752038,1,0,0,,,MQL
